朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
宋,丸,内,7501.0,朱砂丸,《太平圣惠方》卷四,朱砂30g(细研，水飞过)  龙齿30g　犀角屑30g  天麻30g  秦艽22．5g  川升麻22．5g  羚羊角屑30g  防风15g  茯神30g  黄芩15g　铁粉45g(细研)  麦冬45g(去心，焙)  远志15g(去心)  汉防己22．5g  铅霜22．5g(细研),15g,清心安神，平肝熄风。,中风,心经热盛，肝风内动，致患中风，手足惊掣，心神狂乱，恍惚烦闷，言语謇涩。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，以粳米粥饮送服，不拘时候。,,y,15.0,,,
清,丸,内,8434.0,寿生丹,《诚书》卷八,人参  天麻(煨)  防风各15g  僵蚕(炒)  蝉蜕  全蝎(炒)各9g  雄黄  胆星各1．5g  牛黄  甘草(炙)  独角仙(去足、头)各3g  白花蛇肉(酒煮熟)4．5g  朱砂  麝各4g  代赭石(醋煅7次)4．5g,15g,熄风止痉，化痰开窍。,止痉(小儿惊风),小儿急慢惊风危笃证。,上为末，炼蜜为丸，如芡实大，金箔为衣。,每次1丸，薄荷汤化服。,,y,15.0,,,
金,煮散,内,9835.0,羌活汤,《素问病机气宜保命集》卷中)  又名大羌活汤(《医学正传》卷六,羌活  菊花  麻黄  川芎  石膏  防风  前胡  黄芩  细辛  甘草  枳壳  白茯苓  蔓荆子各30g  薄荷15g  吴白芷15g,30g,祛风清热,止痉,破伤风，半在表半在里者。,上畋咀。每次15g，用水220ml，加生姜5片，同煎至150ml，去滓。,稍热服，每日二次，不拘时候。,,y,15.0,,,
金,煮散,内,1443.0,大秦艽汤,《素问病机气宜保命集》卷中)  又名秦艽汤(《校注妇人良方》卷三),秦艽90g  石膏60g  甘草60g  川芎60g  当归60g  川羌活30g  川独活60g  防风30g  黄芩30g  白芍药60g  吴白芷30g  白术30g  生地黄30g  熟地黄30g  白茯苓30g  细辛15g,30g,祛风养血,中风(中经),血虚，筋脉失养，风中经络，手足不能运动，舌强不能言语；或半身不遂，口眼歪斜。,上锉。每次30g，水煎，去滓。,温服,,y,16.0,,方中重用秦艽祛风活血；羌活、独活、防风、白芷、细辛祛风通络；当归、白芍药、生地黄、熟地黄养血滋阴；白术、茯苓、甘草健脾益气，气旺则能生血；原书云：“风本生于热”，故配石膏、黄芩以清内热。配合成方，共奏祛风养血之功,
宋,丸,内,2121.0,天麻丸,《太平圣惠方》卷十九,天麻30g  乌梢蛇60g(jiu浸、炙微黄，去皮、骨)  白僵蚕22．5g(微炒)  干蝎22．5g(微炒)  附子30g(炮裂，去皮、脐)  干姜15g(炮裂，锉)  桂心22．5g  防风22．5g  蝉蜕22．5g  川乌头22．5g(炮裂，去皮、脐)  羌活22．5g  细辛22．5g  独活22．5g  麻黄45g(去根节)  天南星15g(炮裂)  羚羊角屑30g,22.5g,熄风止痉。,止痉,风痉。四肢强硬，口噤不开。,上为细末，炼蜜为丸，如酸枣大。,每次1丸，以温酒研服，不拘时候。,,y,16.0,,,
宋,散,内,2141.0,天麻散,《太平圣惠方》卷十九,天麻60g  蝉蜕15g  阿胶30g(捣碎，炒令黄燥)  地骨皮30g  麦冬30g(去心，焙)  薏苡仁30g  独活60g  白鲜皮30g  羚羊角屑30g  防风30g  附子30g(炮裂，去皮、脐)　人参30g  牛蒡子30g(微炒)  赤芍药30g  甘草30g(炙微赤，锉)  桑根白皮30g(锉),30g,祛风清热，养血舒筋。,止痉,风痱。四肢不收，言语謇涩。,上为细散,每次6g，用温酒调服，不拘时候。,,y,16.0,,,
明,汤,内,6255.0,加减排风汤,《古今医鉴》卷二引陈白野方,天麻  苍术  杏仁各3g  羌活  独活  防风  白鲜皮  川芎  当归  白芍药  白术　茯苓  黄芩  半夏各2．4g  麻黄2．1g  甘草1．2g,2.4g,祛风化痰，活血通络。,中风(中经),中风口眼喁斜,上叹咀。加生姜3片，水400ml，煎取200m1，去滓。,温服，不拘时候,,y,16.0,,,
唐,汤,内,7395.0,竹沥汤,《备急千金要方》卷八,麻黄  防风各4．5g  川芎  防己　附子  人参  芍药  黄芩  甘草  桂心各3g  生姜12g  石膏18g  杏仁9g  竹沥60ml  羚羊角6g  生葛汁30ml,4.5g,清热化痰，平肝息风，扶正祛邪。,中风后虚,风痱，四肢不收，心神恍惚，不知人，不能言。,上叹咀。以水800ml，煎取400ml，去滓，加竹沥煎沸。,分三次温服。取汗，间五日更服一剂，连与三剂。,,y,16.0,,本方所治之证，是由素有热痰内蕴，肝阳上亢，又复猝中外风，正气不能内守所致。方中麻黄能通九窍，杏仁能宣肺气，甘草益气和中，三味合用，即《金匮要略·杂疗方》还魂汤，能治卒死，本方用此三味治不省人事，以奏通窍醒神之功；由于热痰内蕴，故用黄芩、石膏、竹沥、葛汁清热生津，化痰通络；由于肝阳上亢，故用羚羊角平肝熄风；因为风邪猝中于外，所以又用防风、防己、生姜以疏散外中之风邪；因为正气不能内守，所以又配附子、桂心、人参温阳益气；猝中之后，四肢不收，是血滞而气行不畅，因而又用川芎、芍药以活血行气。诸药合用，共奏清热化痰，平肝熄风，扶正祛邪之功。,
唐,煮散,内,2616.0,五邪汤,《外台秘要》卷十五引《深师方》)  又名五邪菖蒲散(《太平圣惠方》卷六十九)  五邪菖蒲汤(《圣济总录》卷十四),菖蒲  秦艽  桂心  当归  禹余粮 人参  附子(炮)  黄芩  甘草(炙)  远志(去心)  防风各30g  龙骨  赤石脂  茯苓  芍药　川芎  防己各60g,30g,祛风化痰，养心安神。,止痉,风痰内阻，心阳不振，精神恍惚，悲涕狂走，神志不清，身体强直或疼痛,上为粗散，取水1．2L(一方取东流水煮小沸)，纳散60g，煮取lL。,空腹服300m1，白天服二次，夜服一次。,,y,17.0,,,
宋,散,内,7522.0,朱砂散,《太平圣惠方》卷二十一,"朱砂30g(细研)  麝香15g(细研)　雄黄30g(细研)  天南星30g(炮裂)  禹白附30g(炮裂)  母丁香30g  藿香30g  白花蛇60g(jiu浸，去皮、骨，炙令微黄)  桂心30g  防风30g  蝉蜕30g  川芎30g  蔓荆子30g  天麻30g  白僵蚕
30g(微炒)  麻黄30g(去根、节)  川乌头30g(炮裂，去皮、脐)",30g,祛风止痉,止痉,破伤风，口噤，四肢抽掣。,上为细散，入研药令匀。,每次3g，以温酒调服，不拘时候,,y,17.0,,,
现代,丸,内,3525.0,牛黄镇惊丸 ,《中华人民共和国药典》一部,牛黄8g  全蝎30g  僵蚕(炒)log  珍珠log  麝香4g  朱砂log  雄黄log  天麻20g  钩藤log  防风20g  琥珀6g  胆南星log 禹白附(制)log  半夏(制)log  天竺黄log 冰片4g  薄荷10g  甘草40g,20g,镇惊安神，熄风豁痰。,止痉(小儿惊风),小儿高热，惊风抽搐，神志不清，牙关紧闭，痰涎壅盛，指纹青紫。,炼蜜为丸，每丸重1．5g。,每次1丸，一日1～3次。周岁以内酌减。,,y,18.0,,,
宋,散,内,9846.0,羌活散,《太平圣惠方》卷二十一,羌活30g  乌梢蛇肉60g(jiu浸，去皮、骨，炙微黄)  天麻30g  防风30g  禹白附30g(炮裂)  藁本30g  麻黄30g(去根、节)  白芷30g　白僵蚕30g(微炒)  天南星30g(炮裂)  川芎30g　细辛30g  附子30g(炮裂，去皮、脐)  桂心30g当归30g(锉，微炒)  桑螵蛸15g(微炒)  干蝎30g(微炒)  晚蚕蛾15g,30g,祛风止痉,止痉,破伤风。身体拘急，手足搐掣，牙关急强。,上为细散,每次3g，温酒调服，不拘时候。,,y,18.0,,,
宋,煮散,内,10362.0,附子散,《太平圣惠方》卷三,"附子30g(炮裂，去皮、脐)  酸枣仁15g(微炒)  防风15g  羚羊角屑15g  人参22．5g  桂心15g  羌活15g  甘菊花7．5g  蔓荆子15g  白鲜皮15g  茯神22．5g  山药22．5g  黄芩15g  龙齿30g  川芎15g  天麻15g  黄芪15g(锉)
枳壳15g(麸炒微黄，去瓤)",15g,温阳益气，熄风通络。,止痉,肝中风。头目眩晕，心惊悸闷，四肢筋脉拘急。,上为散。每次6g，以水250ml，加生姜3.75g，同煎至150ml，去滓。,温服，不拘时候。,,y,18.0,,,
明,丸,内,2100.0,天台散,《古今医鉴》卷二,麻黄(去节)2．1g  陈皮  乌药  僵蚕  川芎  枳壳(麸炒)  桔梗  白芷  干姜  防风  羌活  天麻各2．4g  当归  续断  威灵仙　乳香  没药各3g  甘草1．8g  麝香少许,2.4g,疏风通络，活血止痛。,中风,中风，手足瘫痪、疼痛。,上哎咀，加生姜3片，用水300m1，煎至150m1，去滓。,温服，不拘时候。,,y,19.0,,,
宋,散,内,2143.0,天麻散,《太平圣惠方》卷二十三,天麻60g  乌梢蛇60g(jiu浸，去皮、骨，炙微黄)  白附子30g(炮裂)  白僵蚕30g(微炒)  防风30g  麻黄60g(去根、节)  甘菊花45g  白鲜皮30g  藁本30g  羌活30g  独活30g　细辛30g  阿胶30g(捣碎，炒令黄燥)  干蝎30g(微炒)  当归30g  桂心30g  白茯苓30g  干姜15g(炮裂，锉)  甘草15g(炙微赤，锉),30g,祛风散寒，化痰通络。,中风,中风，半身不遂,上为细散,每次6g，食前以温酒调服。,,y,19.0,,,
宋,丸,内,2157.0,天雄丸,《太平圣惠方》卷二十,"天雄30g(一半生用，一半炮裂，去皮、脐)  天南星15g(炮裂)  禹白附15g(一半生用，一半炮裂)  半夏15g(汤洗七遍，去滑)  天麻15g  干蝎15g(生用)  羌活15g  白花蛇肉15g(jiu浸，炙令黄)  川芎15g  白僵蚕15g(生用)
桂心15g  防风15g  白鲜皮15g  甘菊花15g  木香15g  巴豆7．5g(生，去皮、心，研，纸裹压去油)  朱砂7．5g(细研)  雄黄7．5g(细研)  麝香7．5g(细研)",15g,祛风散寒，化痰通络,中风,摊缓风。肌肉缓弱，手足不遂，言语謇涩，心神不安。,上为细末，炼蜜为丸，如麻子大。,每次7丸，以温酒送服，不拘时候。,,y,19.0,,,
近代·恽树钰（铁樵）,丸,内,3509.0,牛黄抱龙丸,《鳞爪集》卷二,牛黄9g  茯苓27g  天麻27g  川芎27g  天竺黄36g  胆星27g  白附27g  全蝎27g  蝉蜕27g  防风36g  钩尖27g  雄黄18g　朱砂18g  僵蚕27g  人参18g  珍珠12g  琥珀24g  大梅2．5g  麝香2．5g,36g,清热化痰，开窍熄风,止痉,痰热内蕴，蒙蔽心包，引动肝风致患急惊风。,上为末，炒米糊为丸，每丸重1．5g。,每次1丸，用薄荷汤或灯心汤送服。,,y,19.0,,,
现代,丸,内,7017.0,至圣保元丹,"《北京市中药成方选
    集》",胆南星105g  防风105g  羌活105g  茯苓60g  僵蚕(炒)60g  甘草60g  天竺黄60g  陈皮60g  麻黄75g  钩藤75g  薄荷75g  天麻90g  猪牙皂75g  全蝎120g(如活的，用80个，以上共为细末)  琥珀60g  牛黄12g  冰片6g  朱砂48g  麝香12g,105g,解热镇惊，祛风化痰。,止痉,小儿感冒发热，咳嗽痰盛，气促作喘，急热惊风，手足抽搐，项背强直。,上药研细过罗，混合均匀，炼蜜为丸，重1．5g，蜡皮封固。,每次l丸，温开水送服，一日二次。三岁以下儿，酌情递减。,,y,19.0,,,
宋,丸,内,1570.0,万金丸,《杨氏家藏方》卷一,"天雄  附子  草乌头各45g(并炮，去皮、脐、尖)  骨碎补90g(去毛)  白胶香6g(研)  川乌头36g(炮，去皮、脐、尖)  防风(去芦头)  天南星(炮)  锡蔺脂(甘锅盛，火煅七遍，醋淬七遍)  萆薢  禹白附(炮)  自然铜(火煅七遍，醋淬七遍)   胡芦巴  补骨脂  白僵蚕(炒去丝嘴)  五灵脂(炒)  赤小豆(生用)  糯米(炒焦)  乳香(别研)
没药(别研)各30g",30g,散寒通阳，活血化瘀。,中风(中经),风中经络，左瘫右痪，口眼喁斜，打扑伤损，筋骨疼痛，语言謇涩，行步艰难。一切风痰下注腰脚，鹤膝风等。,上为细末，酒煮面糊为丸，如梧桐子大。,每次20丸，如腰以上疼痛等病，食后细嚼，荆芥茶送服；如腰以下疼痛等病，食前嚼，胡桃酒送服。,去芦头,y,20.0,,,
清,汤,内,11028.0,和荣汤,《医门法律》卷三,白术  川芎各4．5g  南星  半夏 芍药  茯苓  天麻各3g  当归  生地黄  熟地黄 牛膝  酸枣仁  黄芩  陈皮各2．4g  羌活  防风  官桂各1.8g  红花  炙甘草各1．2g  黄柏1g,1.8g,养血祛风，清火化痰。,中风　虚实　,素体血虚，内有痰火，后因感冒风寒，或过嗜陈酒膏粱而助痰火，或因脑怒而逆肝气，遂成半身不遂，口眼喁斜，头目眩晕，筋骨时痛。,水煎，去滓，入竹沥、姜汁。, 早晨温服。,,y,20.0,,,
现代,丸,内,11363.0,育婴丸 ,《北京市中药成方选集》,茯苓60g  法半夏60g  天麻60g 胆星36g  僵蚕(炒)36g  全蝎30个  白附子(炙)30g  钩藤36g  薄荷36g  防风36g  羌活25g 猪苓30g  厚朴(炙)30g  前胡25g  白术(炒)30g 黄芩25g  黄连225g  藿香25g  砂仁25g  甘草60g,36g ,清热镇惊，熄风化痰。,止痉(小儿惊风), 小儿急热惊风，四时感冒，咳嗽呕吐，痰喘气促，头痛身热。,上为细末，加麝香3g，冰片30g，朱砂30g，混合均匀，炼蜜为丸，重1．5g，金衣三十六开，蜡皮封固。,每次1丸，温开水送服，一日二次。,,y,20.0,,,
明,煮散,内,3755.0,乌金散,《证治准绳·女科》卷五,当归  远志肉  川芎  酸枣仁  白术  赤芍药  香附子  朱砂(另研入)  熟地黄　羌活  防风各6g  茯神7．5g  半夏9g  全蝎　麦冬  人参  牛膝  天麻各3g  甘草2．7g　陈皮  白芷各4．5g,6g,养血安神，化痰熄风。,产后中风　安神,产后三、五日或半月之间，心血亏虚，风痰壅闭，忽狂言乱语，目见鬼神者。,上锉散，分作二服。用水500m1，加生姜3片，葱3根，入金、银同煎，取200m1，去滓。,温服，不拘时候。,,y,21.0,,,
现代,丸,内,1868.0,小儿金丹,《全国中药成药处方集》天津方,川贝母  陈皮各12g  羌活  生地 木通  大青叶  荆芥穗  桔梗  前胡  山川柳  赤芍  制南星  玄参(去芦)各9g  薄荷6g  钩藤  制半夏  枳壳(麸炒)各9g  葛根  天麻  防风  甘草  炒牛蒡子各6g,6g,疏风化痰，清热镇惊，止嗽透疹。,祛风解表(风热)；止痉；止痒,小儿伤风感冒，发烧头痛，鼻流清涕，咳嗽气促，咽腮肿痛，惊悸心烦，疹出迟缓。,上为细末，每190g中兑入羚羊粉、犀角粉各1．5g，朱砂面24g，冰片3g，和匀，炼蜜为丸，每丸重1．5g，用蜡壳封固。,周岁以上每次1丸，周岁以下酌减，白开水化服。,,y,22.0,,,
明,丸,内,3399.0,牛黄丸,《古今医统》卷四十九,牛黄  珍珠  麝香各37．5g  朱砂 龙齿(各另研)  犀角  琥珀各6g  天冬(去心)  人参  茯苓各12g  水银37．5g  麦冬(去心)12g  防风  黄芩  知母  龙胆草  石菖蒲  白芍药  全蝎  甘草各15g  蜂房9g  金箔　银箔各70片,15g,清热化痰，开窍熄风。,止痉,痰热蒙蔽心包，神不守舍，发为癫狂、风痫，时发无常，仆地吐涎，不自知觉,上除另研药外，余为细末，共和匀，炼蜜为丸，如梧桐子大。,每次15丸，食后、临夜以新竹叶汤送服。,,y,23.0,,,
宋,丸,内,3816.0,乌犀丸,《太平圣惠方》卷二十三,"乌犀角屑30g  羚羊角屑60g  天南星30g(醋浸一宿，炒令黄)  天雄30g(炮裂，去皮、脐)  天麻60g  乌梢蛇60g(jiu浸，去皮骨，炙令黄)  桂心30g  白僵蚕30g(微炒)  干蝎30g(微炒)  防风60g(去芦头)  麻黄60g(去根、节)
川芎30g  独活30g  干姜30g(炮裂，锉)  川乌头30g(炮裂，去皮、脐)  白术30g  当归30g  白芷30g  细辛30g  牛膝30g(去苗)  槟榔30g　青陈皮30g(汤浸，去白、瓤，焙)  禹白附30g(炮裂)  桑螵蛸30g(微炒)  阿胶30g(捣碎，炒令黄燥)  牛黄7．5g(细研)  麝香7．5g(细研)",60g,清肝熄风，活血通络。,中风,中风，半身不遂，身体顽麻。,上为末，入研了药令匀，炼蜜为丸，如梧桐子大。,每次10丸，食前以温酒送服。,,y,27.0,,,
宋,丸,内,1441.0,大活络丹,《兰台轨范》卷一引《圣济经》  又名神效大活络丹(《经验各种秘方辑要》,白花蛇  乌梢蛇  威灵仙  两头尖(俱jiu浸)  草乌  天麻(煨)  全蝎(去毒)  首乌(黑豆水浸)  龟版(炙)  麻黄  贯仲  炙草  羌活  官桂  藿香  乌药  黄连  熟地  大黄(蒸)  木香  沉香各60g  细辛  赤芍  没药(去油，另研)  丁香  乳香(去油，另研)  僵蚕  天南星(姜制) 青皮  骨碎补  白豆蔻  安息香(酒熬)  黑附子(制)  黄芩(蒸)  茯苓  香附(jiu浸，焙)  玄参 白术各30g  防风60g  葛根  虎胫骨(炙)  当归各45g  血竭(另研)21g  地龙(炙)  犀角  麝香(另研)  松脂各15g  牛黄(另研)  片脑(另研)各4.5g  人参90g    ,60g,补气养血，祛风化痰，活血通络,中风　虚,中风瘫痪，痿痹痰厥，拘挛疼痛，痈疽流注，跌仆损伤，小儿惊痈，妇人停经。,上共五十味，为末，炼蜜为丸，如龙眼核大，金箔为衣。,每次1丸，陈酒送服。,,y,50.0,,,
现代,丸,内,6835.0,再造丸,《北京市中药成方选集》,蕲蛇肉(酒制)600g  母丁香300g　玄参600g  熟地600g  青皮(醋炒)300g  何首乌(酒炙)600g  黄芪600g  竹节香附600g  大黄600g  骨碎补 300g  红曲150g  细辛300g  香附(醋炒)300g  三七150g  豆蔻仁300g  川芎600g 甘草600g  黄连600g  葛根450g  麻黄600g　檀香150g  天竺黄300g  地龙肉150g  乳香(醋炒)300g  防风600g  片姜黄75g  茯苓300g  桑寄生600g  藿香600g  赤芍300g  全蝎450g  川附子300g  萆薢600g  沉香300g  天麻600g  草豆蔻600g  没药(醋炒)300g  当归300g  建神曲1．2kg  虎骨(油炙)300g  穿山甲(醋炙)300g  白术(炒)300g  肉桂600  白芷600g  羌活600g　人参600g  毛陈皮1．2kg  僵蚕(炒)300g  龟版(醋炙)300g  于术240g  血竭225g  威灵仙450g  乌药300g  油松节300g,600g,祛风散寒，化痰活络，镇静安神。,中风　虚,中风半身不遂，左瘫右痪，口眼喁斜，腰腿不利，四肢麻木，言语不清，筋骨疫痛。,上为细末，每9．6ke细末，兑牛黄30g、犀角粉90g、麝香60g、朱砂粉120g、冰片30g，研细和匀，炼蜜为丸，每丸重9g，金箔为衣，蜡皮封固。,每次1丸，温开水送服，一日二次。,,y,54.0,,,
现代,丸,内,7314.0,回生再造丸,《内外科百病验方大全》,真水安息120g  人参60g  真蕲蛇(小者为佳，去骨并头尾3寸，jiu浸，炙，取净末)120g 当归  川芎  川连  羌活  防风  玄参(以上jiu炒)  藿香  白芷  茯苓  麻黄  天麻  川萆薢　片子姜黄(以上炒)  甘草(炙)  肉桂(研，不见火) 白蔻仁(研，不见火)  首乌  料豆(水蒸拌九次)西琥珀(研)  黄芪(蜜炙)  大黄(酒蒸)  草蔻仁(研)  雄鼠粪(两头尖者是)  熟地各60g  穿山甲(前后四足各用15g，麻油浸，炙)60g  全蝎尾(去头、足)  灵仙(jiu炒)  葛根(炒)  桑寄生(烘干)各75g  北细辛  赤芍(炒)  乌药(jiu炒)  青皮(面炒)  于术(土炒)  僵蚕(洗，炒)  乳香(去油)  没药  朱砂  骨碎补(jiu炒)  香附(去皮、毛，jiu炒)　天竺黄  制附片  生龟版(火炙，熬过者不用)  沉香  母丁香  胆星各30g  红花(jiu浸，烘干净)24g  犀角尖24g  厚朴  地龙(炙干)  松香(煮九次)各15g  广木香12g(不见火)  梅花冰片  犀牛黄各7．5g  血竭2．5g  虎胫骨1对(煅酥),60g,益气养血，祛风通络，理气消瘀，化痰开窍。,中风,中痰、中风，口眼喁斜，手足拘挛，言语不清，左瘫右痪，筋骨疼痛，半身不遂，步履艰难。,上为末，炼蜜捶为丸，每丸重38，金箔为衣，蜡壳封固。,每次1丸，生姜汤送服,,y,59.0,,,
明,膏,外,5793.0,玄玄膏,《疡科选粹》卷八,"马钱子  两头尖  石菖蒲  五灵脂　骨碎补  穿山甲  淮生地  金钗草  白芷梢  赤芍药  金银花  真五加皮  吴茱萸  牡丹皮  威灵仙　刘寄奴  猪牙皂荚  甘松  山柰  紫苏  蛇床子　良姜  艾叶  厚朴  三棱  降香  苍术  羌活　红花  苏木  桃仁  当归尾  防风  麻黄  草乌　乌药  甘草  牛膝  藁本  汉防己  枳壳  白蔹
荆芥  续断  巴豆  猪苓  泽泻  花椒  花椒  干　姜  南星  半夏  槟榔  姜黄  干漆  香附  藿香　前胡  蓬术  茵陈  巴戟  石斛  常山  独活　风藤  黄连  山栀  连翘  黄柏各30g(上锉碎，用真正麻油7．5kg浸，春五、秋七、夏三、冬十日，槐柳枝文武火熬成药枯黑色，油滴水成珠为度，住火滤去滓听用)  蒜头2．5kg  葱2．5kg  千里光草5kg(上打碎取汁，滓加水煎汁，慢火熬膏听用)  生姜2．5kg  广木香  大川乌  北细辛  大茴香  小茴香  自然铜  面蒲黄  小茨菇  明天麻  官桂  僵蚕  玄胡  大黄  乳香  没药  全蝎  牙皂  雄黄各90g(上为极细末，听用)  嫩白上好松香30kg(用醋煮过，为末筛过)  好窑煤25kg(听用)",30g,祛风散寒，行气活血，消肿止痛。,透疹　散结；止痉；祛风解表,诸般风气寒热，手足拘挛，骨节酸痛，麻木不仁，走气刺痛，腰痛胁痛，结核转筋，痰核血瘕痞积，肚腹疼痛，九种心痛，小肠气，牙痛，跌打挫闪损伤，痈疽，发背，痔漏，疔疮，瘰疬，便毒，无名肿毒，顽癣，湿毒臁疮，杨梅结毒，毒蛇、风犬所伤。,先用松香下净锅内溶化后，下蒜头、葱头汁，次下药油候冷定，下细药末，入水缸中，令人抽扯色如黑漆为度，收贮大缸内，以井水浸一月可用。每药片150g，用生油500g，熬热滤过净油300g。每熟油500g，下松香530g，细药150g，煤30g为则。,痈疽、发背、痔漏、疔疮、瘰疬、便毒、无名肿毒、顽癣、湿毒臁疮、杨梅结毒，初起未破者，俱贴患处；如破久者，用花椒、葱白、甘草煎汤，洗去恶肉贴之，日洗三、四次，换膏一次。凡贴膏先用生姜煨热，切开擦患处，将膏火边离远烘揉贴之，贴后以火烘手熨三百度为止。觉皮肤发痒，即揭去膏药，久则要起红垒。,,y,93.0,,,
宋,酒,内,16921.0,排风酒,《圣济总录》卷一六二,羌活  防风各15g  大豆(拭去土，炒至皮炸声出)50g,15g,祛风解痉,止痉(产后中风),产后中风，口噤，四肢顽痹不仁，或角弓反张。,以醇酒11，浸羌活、防风经一宿，即炒大豆令有声，乘热投于酒内，捣匀，封盖，经半日，再于铛内重汤文火煮一时。,乘热尽量顿服。衣被覆盖，当有微汗。如不能饮，即量性服之，使令微似醉状。若急用，即以酒煎羌活、防风叶，淋豆服亦可。,,y,3.0,,,
宋,散,内,17210.0,猪乳散,《直指小儿方》卷一,琥珀  防风各3g  朱砂1．5g,3g,镇惊熄风,止痉(小儿惊风),小儿胎惊、夜啼及诸动风证。,上为末。每次0．25g，猪乳调。,拭入小儿口中,,y,3.0,,,
宋,汤,内,20372.0,醒风汤,《易简方》又名省风汤《仁斋直指》卷三,南星6g  防风6g  甘草3g,6g,祛风消痰,中风,中风。口眼喁斜，半身不遂，手足顽麻。,水煎，去滓,温服,,y,3.0,,,
清,散,内,12760.0,星风散,《伤科汇纂》卷七,南星  防风各7．5g  蜈蚣2条  江鳔9g,7.5g,祛风止痉，解表发汗。,止痉,破伤风有表证者。,上为细末,每次6g，黄酒调服，一日二次。,,y,4.0,,,
宋,煮散,内,13961.0,祛风散,《扁鹊心书·神方》,天南星60g(炮)  生姜30g(同南星制)  防风60g  甘草30g,60g,祛风散寒，止痛解痉。,止痉(破伤风)；祛风解表(风寒),风寒头痛，遍身拘急；破伤风，洗头风，牙槽风，肩背痉直，口噤,上为末。每次12g，加生姜7片，水煎，去滓。,温服取汗，无汗再服。,,y,4.0,,,
清,散,内,19282.0,榆丁散,《医宗金鉴》卷七十五,防风  地榆  紫花地丁  马齿苋各15g,15g,清热解毒，凉血祛风。,止痉(破伤风),破伤风。头汗多出而身无汗，不可发汗者。,上为细末。,每次9g，温米汤调服。,,y,4.0,,,
宋,煮散,内,12719.0,省风汤,《大平惠民和剂局方》卷一宝庆新增方,防风  生南星各120g  生半夏(白好者，水浸洗)  黄芩  生甘草各60g,120g,祛风止痉，清热化痰。,止痉；中风,卒急中风，口噤不能言，口眼喁斜，筋脉挛急，抽挛疼痛；风盛痰实，旋晕僵仆，头目眩重，胸膈烦满，左瘫右痪，手足麻痹，骨节烦疼，步履艰辛，恍惚不定，神志昏愦。,上哎咀。每次12g，用水600m1，加生姜10片，煎至250m1，去滓。,温服，不拘时候。,,y,5.0,,,
明,汤,内,20756.0,蠲痉汤,《证治准绳类方》卷五,羌活  独活  防风  地榆各3g  杏仁7枚(去皮捣碎，蒸令熟，研成膏),3g,祛风解痉,止痉(破伤风),破伤风，发疼抽搐,上药前四味，用水150ml，煎至105m1，去滓。,入杏仁和匀服之。兼以搽疮上,,y,5.0,,,
明,汤,内,12189.0,南极寿星汤,《寿世保元》卷八,胆星  防风  白附子  蝉蜕  薄荷　甘草,wbz,祛风化痰,止痉(小儿惊风),小儿急惊搐搦，眼翻口噤，摇头天吊，痰嗽喘热。,水煎，去滓,温服,,n,6.0,,,
元,煮散,内,12719.0,省风汤,《丹溪心法》卷一,南星(生)350g  防风120g  独活　附子(生，去皮脐)  全蝎(炒)  甘草(生)各60g,120g,祛风化痰,中风,中风,每次12g，用水230ml，加生姜10片，煎至160ml，去滓。,温服,,y,6.0,,,
明,煮散,内,12767.0,星香散,《永乐大典》卷九七六引《卫生至宝》,南星22．5g  木香  防风  甘草各7．5g  僵蚕(去丝、嘴，炒)  蝎梢各15g,7.5g,祛风解痉,止痉(小儿惊风),小儿惊风,上叹咀。每次6g，加生姜5片，水300m1，煎至150m1，去滓。,分三次温服,,y,6.0,,,
宋,煮散,内,14576.0,桂心汤,《圣济总录》卷一六一,桂心22．5g  升麻  防风  麻黄(去根、节，煎，掠去沫，焙)各30g  川芎  羚羊角(镑)各45g,30g,祛风平肝,产后中风,产后中风口喁，言语不利，筋脉拘急。,上为细末。每次10g，用水150ml，煎至105ml，去滓，入竹沥30ml，再煎三、两沸。,温服，不拘时候。,,y,6.0,,,
宋,丸,内,17744.0,羚羊角丸,《圣济总录》卷七,羚羊角(镑)30g  犀角(镑)22．5g  羌活  防风各45g  薏苡仁(炒)  秦艽各60g,45g,清热平肝，祛风活络。,中风,中风手颤，軃曳语涩。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，渐加至30丸，煎竹叶汤送服。    ,,y,6.0,,,
宋,煮散,内,17788.0,羚羊角煎,《圣济总录》卷八,羚羊角(镑)  荆芥穗  羌活  熟地黄(焙)各30g  防风60g  黑豆300g(小者，和防风炒热，勿令焦，乘热用酒500ml淋之),60g,祛风通络，补肾培元。,中风,中风手足不随,上药前四味哎咀。每次15g，用前豆淋酒200ml，同煎至150ml，去滓，重煎如膏。,空心用温酒调服，日三次，夜一次，不拘时候。,,y,6.0,,,
清,煮散,内,19157.0,疏风散,《医略六书》卷三十,防风45g  枯梗5g  嘉蚕  蝉蜕  茯神各45g(去木)  甘草15g,45g,祛风化痰,产后中风,产后心脾受风，舌本强硬，会厌闭塞，舌强不语，脉浮涩者。,上为散。每次9g，水煎，去滓。,冲竹沥1匙；姜汁少许，冲入药汁中，温服。,,y,6.0,,,
