朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
清,汤,内,18083.0,散膝汤 ,《辨证录》卷三,黄芪150g  防风9g  肉桂15g  茯苓30g,9g,益气温经，祛风除湿。,胜湿止痛,鹤膝风。足胫渐细，足膝渐大，骨中酸痛，身渐瘦弱，属风湿者。,水煎，去滓。,趁热服。服后拥被卧出汗，汗出愈多，病去愈速。,,y,4.0,,,
宋,煮散,内,11918.0,枳壳煮散 ,《普济本事方》卷七,枳壳(麸炒黄)  细辛  桔梗(炒)  防风  川芎各120g  葛根45g  甘草60g,120g, 疏肝理气，活血止痛。,胜湿止痛,情志不遂，肝气郁结，两胁骨疼痛，筋脉紧急，腰脚重滞，两股筋急，两胁牵痛，四肢不能举，渐至脊膂挛急。,上为粗末。每次12g，用水225m1，加生姜3片，煎至160ml，去滓。,空心、食前温服。,,y,7.0,,,
清,汤,内,14915.0,起伛汤,《辨证录》卷二,薏仁90g  白术60g  黄芪30g  防风0.9g  附子0．3g,0.9g,健脾除湿，温经止痛。,胜湿止痛,脾湿腰痛,水煎，去滓,温服，每日一剂。服一月而腰轻，服两月而腰可伸，服三月而全愈。,,y,5.0,,,
清,汤,内,20430.0,薏苡防桑汤,《外科证治全书》卷三,防风9g  桑叶6g  陈皮3g  补骨脂6g  苡仁30g,9g,祛风利湿,胜湿止痛,鹤膝风，风湿为患者,水煎，去滓,温服,,y,5.0,,,
明,汤,内,13435.0,独活苍术汤,《症因脉治》卷一,独活  苍术  防风  细辛  川芎  甘草,wbz,祛风胜湿，散寒止痛。,胜湿止痛,少阳寒湿腰痛,水煎，去滓,分二次温服,,n,6.0,,,
清,汤,外,13575.0,洗药方,《慈禧光绪医方选议》,宣木瓜9g  秦艽6g  防风6g  防己6g  伸筋草6g  白芷6g,6g,祛风除湿，舒筋止痛。,胜湿止痛,风湿外侵，筋骨疼痛。,用水熬透，去滓。,洗患处,,y,6.0,,,
金,汤,内,14476.0,除风湿羌活汤,《内外伤辨》卷中又名除湿汤(《医宗金鉴》卷三十九,羌活2．1g  防风  升麻  柴胡各1．5g  藁本  苍术各3g,1.5g,祛风胜湿,胜湿止痛,风湿相博，一身尽痛，或头重如蒙，甚而昏冒，或霍乱，或皮肤熏黄，似疸非疸。,用水300ml，煎至150m1，去滓。,空心、食前温服。,,y,6.0,,,
金,煮散,内,12359.0,茯苓汤,《宣明论方》卷二,赤茯苓  桑白皮各60g  防风  官桂 川芎  芍药  麻黄各45g,45g,祛风除湿，止痛消肿。,胜湿止痛,痛痹。四肢疼痛，拘倦浮肿。,上为粗末。每次15g，用水150m1，加大枣1个，煎至120m1，去滓。,温服。以姜粥投之，汗泄为度。,,y,7.0,,,
清,汤,内,13829.0,养荣壮肾汤,《傅青主女科·产后编》,当归6g  防风1．5g  独活  桂心　杜仲  续断  桑寄生各2．5g,1.5g,养荣壮肾，祛风散寒。,胜湿止痛,产后感受风寒，腰痛不可转侧。,加生姜3片，水煎，去滓。,温服,,y,7.0,,,
清•日本•山田yuan伦（1780）,汤,内,13919.0,姜黄汤,《名家方选》,防风  独活各1．5g  桂枝  芍药　樱皮  姜黄各4．5g  甘草o．3g,1.5g,祛风散寒，活血止痛。,胜湿止痛,头项痛引肩背者,水煎，去滓,温服,,y,7.0,,,
明,汤,内,15101.0,柴胡独活汤,《症因脉治》卷一,柴胡  独活  防风  川芎  苍术  青皮  甘草,wbz,疏风祛湿,胜湿止痛,风湿入于少阳经脉，致患腰痛，痛如锥刺皮中。,水煎，去滓,温服,,n,7.0,,,
现代,散,内,17152.0,银环威灵散,《古今名方》,银环蛇5条  威灵仙85g  当归  土鳖虫  血竭  透骨草  防风各45g,45g,祛风除湿，散瘀止痛。,胜湿止痛,颈、腰椎骨质增生，骨刺，类风湿性关节炎。,共为细末,每次3g，用温开水或黄酒送服，一日二次。,,y,7.0,,,
宋,煮散,内,20763.0,蠲痹汤,《杨氏家藏方》卷四,当归(去土，jiu浸一宿)  羌活(去芦头)  姜黄  白芍药  黄芪(蜜炙)  防风各45g(炙)  甘草15g,45g,益气养血，祛风除湿。,胜湿止痛,风湿相搏，身体烦疼，项背痛重，举动,上？（左口右父）咀。每次15g，用水300ml，加生姜5片，同煎至150ml，去滓。,温服，不拘时候。,炙,y,7.0,,,
宋,丸,内,12296.0,茴香丸,《太平惠民和剂局方》卷五,威灵仙  防风  川乌(炮，去皮、脐)　陈皮(去白)  川楝子(麸炒)  萆薢各90g  乌药(炒，去土，锉)150g  赤小豆  茴香(炒)各240g　地龙(炒)210g  花椒(去目及闭口者，微炒出汗)60g,90g,补肾阳，祛风寒，壮筋骨。,胜湿止痛,丈夫元脏久虚，冷气攻冲，脐腹绞痛，腰背拘急，面色萎黄，饮食减少；及膀胱小肠气痛，并肾脏风毒，头面虚浮，目暗耳鸣，腰膝少力，肿痛生疮；妇人血脏虚冷，食减力少，肢体疼痛。,上为细末，酒煮面糊为丸，如梧桐子大。,每次20丸，空腹时用温酒或盐汤送服；小肠气痛，用炒生姜、茴香酒送服；脚转筋用木瓜汤送服；妇人血脏虚冷，温醋汤送服；脐腹绞痛，滑泻冷痢，浓煎艾汤送服。,,y,8.0,,,
宋,丸,内,12794.0,思仙续断丸,《太平惠民和剂局方》卷五宝庆新增方,木瓜(去瓤)90g  续断  萆薢各180g 牛膝(jiu浸一宿，焙)  薏苡仁(炒)各120g  川乌(炮，去皮、脐)  防风  杜仲(jiang汁炒断丝)各60g,60g,补肝肾，祛风湿,胜湿止痛,肝肾不足，风湿外侵，腿膝疫疼，艰于步履。,上为末，醋糊为丸，如梧桐子大。,每次30～50丸，空心、食前用温酒或盐汤送下。,,y,8.0,,,
宋,煮散,内,16681.0,黄耆汤,《圣济总录》卷十,黄芪120g  防风  附子(炮裂，去皮、脐)各45g  川芎30g  麻黄(去根、节，煎，掠去沫，焙)150g  当归(焙)30g  甘草(炙，锉)15g  芍药30g,45g,祛风散寒，通络止痛。,胜湿止痛,历节风，日夜疼痛。,上药锉。每次15g，用水300ml，入大枣2枚(去核)，生姜3g(劈碎)，煎至200m1，去滓。,温服，空心、日午、夜卧各一次。,,y,8.0,,,
清,散,内,17787.0,羚羊角散,《医略六书》卷二十,羚羊角60g  独活24g  当归60g  白芍(jiu炒)45g  生地120g  肉桂12g  川芎3g  防风24g,24g,祛风通络，除痹止痛。,胜湿止痛,筋痹。肢节束痛，脉弦数者。,上为散,每次9g，以竹沥、生姜汁各半调服。,,y,8.0,,,
宋,汤,内,20086.0,增味五痹汤,《仁斋直指》卷三,羌活  防风  姜黄  白术  海桐皮　当归  白芍药各30g  炙甘草22．5g,30g,祛风化湿，活血通络。,胜湿止痛,风寒湿合而为痹，肌体麻痹不仁。,水煎，去滓,温服,,y,8.0,,,
明,丸,内,20427.0,薏苡仁煎,《普济方》卷一一八引《十便良方》,薏苡仁  虎骨各240g  天麻  防风  附子  羌活  桂心各120g  乳香60g,120g,祛风利湿，舒筋活络。,胜湿止痛,风寒湿邪搏于经络，筋脉挛急，腿膝重痛，行履艰难。,上为细末，酒煮面糊为丸，如梧桐子大。,每次20丸，煎防风汤送服，不拘时候,,y,8.0,,,
金,煮散,内,12433.0,茯苓川芎汤,《宣明论方》卷二名川芎茯苓汤(《医学入门》卷七,赤茯苓  桑白皮  防风  官桂  川芎  麻黄  芍药  当归  甘草(炙)各等分,等分,利湿消肿，祛风散寒，活血通络,胜湿止痛,风寒湿邪外侵，致成着痹，留注不去，四肢麻木，拘挛浮肿。,上为细末。每次6g，用水300ml，加大枣3个，同煎至150m1，去滓。,空心温服。如欲出汗，以热粥助之。,,n,9.0,,,
宋,散,内,13407.0,独活散,《太平圣惠方》卷十九,独活22．58  萆薢30g  防风30g　细辛30g  人参30g  炮干姜30g  天雄30g(炮裂，去皮、脐)  丹参30g  牛膝30g,30g,祛风散寒，除湿通络。,胜湿止痛,风痹。身体不举，常多无力。,上为细散,每次6g，用温酒调服，不拘时候。,,y,9.0,,,
宋,丸,内,13956.0,祛风丸,《圣济总录》卷十),没药(研)  马钱子各30g  防风15g 乳香(研)22．5g  血竭(研)15g  乌头(炮裂，去皮、脐)45g  荆芥穗15g  青陈皮(汤浸，去白，焙)30g  五灵脂(研)75g,15g,祛风除湿、活血止痛。,胜湿止痛,风病，身体疼痛,上药除研者外，共为细末，再和匀，用醇酒熬成膏，为丸如鸡头子大。,每次1丸，热酒化服。,,y,9.0,,,
汉,汤,内,14681.0,桂枝芍药知母汤,《金匮要略》卷上,桂枝12g  芍药9g  甘草6g  麻黄6g  生姜15g  白术15g  知母12g  防风12g  附子6g(炮),12g,祛风除湿，散寒清热。,胜湿止痛,诸肢节疼痛，身体（九王 wang）羸，脚肿如脱，头眩短气，温温欲吐。现亦用于风湿性、类风湿性关节炎属于寒湿邪者。,用水700m1，煮取210m1，去滓。,分二次温服,,y,9.0,,,
宋,丸,内,16673.0,黄耆丸,《太平惠民和剂局方》卷五,黄芪  杜蒺藜  川楝子  茴香(炒)　川乌(炮，去皮、脐)  赤小豆  地龙(去土，炒)  防风各30g  乌药60g,30g,益气温阳，祛风舒筋。,胜湿止痛,男子肾亏，虚风上攻，头面虚浮，耳内蝉鸣，头目昏眩，项背拘急；下注腰脚，脚膝生疮，行步艰难，筋脉拘挛，不得屈伸，四肢少力，百节酸痛，腰腿冷痛，小便滑数，以及风痹瘫痪，遍身顽麻；妇人血风，肢体痒痛，脚膝缓弱，起坐艰难。,上为细末，酒煮面糊为丸，如梧桐子大。,每次15丸，空腹时用温酒或盐汤送服；妇人醋汤送服。,,y,9.0,,,
宋,散,内,17322.0,麻黄散,《太平圣惠方》卷十九,麻黄22.5g(去根、节)  乌梢蛇60g(jiu浸，炙令黄，去皮、骨)  白术22．5g  茵芋22．5g　防风22．5g  蛜？7．5g(微炒，去足)  桂心22．5g　附子30g(炮裂，去皮、脐)  当归22．5g(锉，微炒),22.5g,祛风除湿，活血通络。,胜湿止痛,风血痹。肌肤不仁．四肢缓弱。,上为细散,每次3g，用豆淋酒调服，不拘时候。,,y,9.0,,,
宋,煮散,内,12349.0,茯苓汤,《圣济总录》卷十,赤茯苓  防风  当归  白前  干姜　炙甘草各6g  独活9g  远志  附子  人参各3g,6g,祛风除湿，益气安神,胜湿止痛,历节风。手足曲戾，言语错乱。,上药锉碎。每次先用水450ml，黑豆半匙，大枣2个(擘破)，生姜4g，煎至220ml，去滓，入药末15g，煎至150ml，去滓。,空心温服，日午、夜卧各一次。,,y,10.0,,,
唐,汤,内,13394.0,独活汤,《外台秘要》卷十七引《集验方》,独活9g  生姜18g  生地黄15g  芍药12g  防风9g  桂心9g  栝楼9g  甘草6g(炙) 麻黄6g(去节)  干葛9g,9g,祛风除湿，散寒止痛。,胜湿止痛,风寒湿腰痛,用水800ml，酒200ml，煎取300ml，去滓。,分三次温服。,,y,10.0,,,
清,汤,内,13403.0,独活汤,《马培之医案》,独活  防风  苍术  黄柏  当归  秦艽  防己  萆薢  赤芍  川牛膝,wbz,祛风化湿，散寒通络。,胜湿止痛,鹤膝风。因受风寒湿邪，初起肿痛寒热者。,水煎，去滓,分二次温服,,n,10.0,,,
宋,散,内,13415.0,独活散,《圣济总录》卷二十,独活90g  炮附子  薏苡仁  苍耳　防风  蔓荆实  川芎  细辛(去苗、叶)  秦艽(去苗、土)  菖蒲各60g,60g,祛风胜湿，散寒通络,胜湿止痛,风寒湿邪客于经脉，致患筋痹，肢体拘急，不得伸展。,上为细散,每次3g，空腹用温酒调服，一日二次。,,y,10.0,,,
清,汤,内,13810.0,养血祛风汤,《会约医镜》卷十一,当归6g  白芍(jiu炒)4．5g  熟地4．5g(若血虚有热者，改用生地)  秦艽4．5g  防风  独活各3．6g  羌活3g  桂枝2．4g  陈皮2．1g　松节12g,3.6g,养血祛风,胜湿止痛,风邪外中，历节肿痛，脉浮涩者。,水煎，去滓,温服,,y,10.0,,,
明,丸,内,14921.0,起痿丹,《寿世保元》卷五,菟丝子(酒洗，煨烂捣饼，晒干)75g　肉苁蓉(jiu浸)60g  川萆薢  补骨脂(jiu炒)  胡芦巴(jiu炒)  沙苑蒺藜(微炒)  川牛膝(去皮，酒洗)  川杜仲(jiu炒)  防风(酒洗)  甘枸杞子各60g,60g,补肝肾，强腰膝,胜湿止痛,肝肾气虚，腰膝疫痛，行步无力。,上为末，酒煮猪腰子，捣烂为丸，如梧桐子大。,每次70～80丸，空心用酒送服。,酒洗,y,10.0,,,
宋,丸,内,16736.0,黄耆煎,《鸡峰普济方》卷四,黄芪5kg  乌药7．5kg  地龙1．2kg 赤小豆5kg  杜蒺藜2．5kg  防风5kg  川乌头1．2kg  川楝子5kg  陈皮5kg  茴香5kg,5kg,补气祛风，除湿通痹。,胜湿止痛,脚膝酸痛,上为细末，酒煮面糊为丸，如梧桐子大。,每次30丸，空心木瓜汤送服。,,y,10.0,,,
宋,酒,内,20422.0,薏苡仁酒,《类证活人书》卷十八,薏苡仁  牛膝各60g  海桐皮  五加皮  独活  防风  杜仲(jiang汁炙)各30g  白术15g  枳壳30g(炒)  生地黄75g,30g,祛风除湿，舒筋活络。,胜湿止痛,脚痹。,上为粗末，入生绢袋内，用无灰酒5L浸十四日。,每次饮适量，空心服，一日三至四次，常令酒气醺醺不绝。,,y,10.0,,,
宋,煮散,内,12412.0,茯神散,《太平圣惠方》卷二十三,茯神  防风  当归  天雄(炮裂，去皮、脐)  麻黄(去根、节)  甘草(炙)  川芎  独活  远志(去心)  丹参  挂心  酸枣仁(微炒)各30g,30g,祛风止痛，养心宁神,胜湿止痛,历节风。手脚曲戾疼痛，心神闷乱。,上为散。每次9g，用水250ml，加生姜3．6g，煎至150ml，去滓。,食前温服,,y,11.0,,,
宋,散,外,13308.0,追风除湿围药,《疮疡经验全书》卷三,多年陈小粉120g(炒焦色)  干姜30g  官桂30g  五倍子30g  白芷30g  龟版(醋炙)60g  当归30g  防风30g  白及60g  乌药30g乳香30g,30g,祛风除湿，消肿止痛。,胜湿止痛,鹤膝风,上为细末，用老姜汁、酽醋各半，葱汁30ml，蜜少许，火上熬热调药。,乘通手搽患处四周，空中出毒，时用余汁热润之，以助药力。,,y,11.0,,,
明,汤,内,13756.0,养血汤,《万病回春》卷五,当归  生地黄  秦艽  肉桂  牛膝(酒洗)  杜仲(盐、jiu炒)  茯苓  防风各3g  土茯苓4．5g  川芎1．5g  甘草0．9g,3g,补肾养血，祛风除湿。,胜湿止痛,肾亏血虚，风湿痹阻，腰腿筋骨疼痛。,水煎，去滓，入酒少许。,温服,,y,11.0,,,
清,酒,内,14009.0,祛风越痹酒,《活人方》卷一,白术150g(炒)  当归150g  杜仲90g(yan炒)  牛膝90g  防风90g  苍术60g  川芎60g  羌活60g  红花30g  桂枝30g  威灵仙30g,90g,利关节，通经络,胜湿止痛,风寒湿三气留滞经络血脉之中，以致肢体疫痛，筋脉拘挛，久则半身不遂，麻木不仁；兼治湿痰流注，腰膝痿？（上辟下足）。,上锉片，用绢囊盛，以无灰酒10kg浸五七日，隔汤煮透。,早、晚随量热饮。,,y,11.0,,,
金,丸,内,15266.0,健步丸,《兰室秘藏》卷下,防己(酒洗)30g  羌活  柴胡  滑石(炒)  炙甘草  瓜蒌根(酒洗)各15g  泽泻  防风各9g  苦参(酒洗)  川乌各3g  肉桂7．5g,9g,温经散寒，除湿通络,胜湿止痛,寒湿入络，经脉痹阻，膝中无力，伸而不得屈，屈而不能伸，腰背腿膝沉重，行步艰难。,上为细末，酒糊为丸，如梧桐子大。,每次70丸，空腹煎愈风汤送服。,,y,11.0,,,
明,汤,内,20755.0,蠲疼汤,《丹台玉案》卷四,防风  羌活  苍术各3g  木瓜  当归  威灵仙  乌药  生地各6g  白芍  秦艽  川芎各2．4g,3g,祛风除湿，舒筋止痛。,胜湿止痛,周身疼痛,水，酒各半同煎，去滓。,温服,,y,11.0,,,
明,汤,内,20760.0,蠲痛汤,《仁术便览》卷一,陈皮2．4g  甘草(生用)  当归各1．5g  桔梗(米泔浸，切)  茯苓各1．8g  羌活1．5g 薄桂0．6g  前胡2．1g  防风0．6g  贝母2．1g(用niu条烧灰水浸透，糯米炒)  苍术1．5g(泔浸),0.6g,祛风除湿，化痰通络,胜湿止痛,因风湿痰所致的肩臂痛。,用水300m1，加生姜3片，大枣2枚，煎，去滓。,临服再入姜汁，竹沥各3茶匙。,,y,11.0,,,
金,煮散,内,13400.0,独活汤,《兰室秘藏》卷中,炙甘草6g  羌活  防风  独活  大黄(煨)  泽泻  肉桂各9g  当归梢  连翘各15g　酒汉防己  酒黄柏各30g  桃仁30个,9g,祛风胜湿，活血止痛。,胜湿止痛,外感风湿，复因劳役，腰痛如折，沉重如山。,上叹咀。每次15g，用酒80ral，水500ml，煎至150ml，去滓。,热服,,y,12.0,,,
清,汤,内,13402.0,独活汤,《医学心悟》卷三,独活  桑寄生  防风  秦艽  威灵仙  牛膝  茯苓各3g  桂心1．5g  细辛  甘草(炙)各1g  当归  金毛狗脊各6g,3g,补肾温阳，祛风除湿。,胜湿止痛,肾虚兼感风寒湿气，腰冷如冰，喜得热手熨，脉沉迟或紧。,加生姜2片，水煎，去滓。,温服,,y,12.0,,,
宋,煮散,内,13409.0,独活散,《太平圣惠方》卷二十二,独活30g  桂心30g  川芎30g  麻黄30g(去根、节)  防风30g  白术30g  赤芍药30g  细辛30g  炮附子30g  枳壳15g(麸炒微黄，去瓤)  杏仁30g(汤浸，去皮、尖、双仁，麸炒微黄)  炙甘草15g,30g,祛风胜湿，散寒通络。,祛风解表；胜湿止痛,外感风寒湿邪，客于经脉，致患柔风，肌肉软弱，身体疼痛，四肢不仁。,上为散。每次12g，用水250ml，加生姜4g、大枣3个，煎至150ml，去滓。,温服，不拘时候,,y,12.0,,,
清,汤,内,13439.0,独活寄生汤,《医医偶录》卷一,独活  桑寄生  防风  秦艽  威灵仙  牛膝  茯苓各3g  桂心1．5g  细辛  炙草各1g  当归  金毛狗脊各6g,3g,祛风胜湿，散寒止痛，补肾壮腰。,祛风解表；胜湿止痛,产后外感风寒湿邪，经脉痹阻，以致腰痛，上连脊背，下连腿膝。,水煎，去滓,分二次温服,,y,12.0,,,
明,汤,内,16263.0,通气防风汤,《仁术便览》卷一,苍术4．5g  羌活  茯苓  泽泻  白术  陈皮各3g  甘草1．2g  桂枝  威灵仙  桔梗  防风  赤芍各1．5g,1.5g,祛风胜湿，通络止痛。,胜湿止痛,肩背痛,用水300ml，加生姜3片，煎至210m1，去滓。,温服。,,y,12.0,,,
宋,丸,内,16440.0,萆薜丸,《太平圣惠方》卷七十一,萆薢  牛膝各30g  丹参  赤芍药各22．5g  当归30g  防风  杜仲  酸枣仁  桂心各22．5g  石斛  附子各30g  虎胫骨45g,22.5g,补肝肾，祛风湿,胜湿止痛,妇人血风，腰脚骨节痠痛，筋脉拘急，行立艰难，两胁抽痛。,上为末，炼蜜和丸，如梧桐子大。,每次30丸，空心及晚食前用温酒送服。,,y,12.0,,,
清·康应辰,汤,内,18357.0,搜风止痛汤,《医学探骊集》卷四,防风9g  山甲片6g(炙)  川乌头9g  独活12g  秦艽12g  威灵仙12g  明党参9g　麻黄9g  桂枝12g  皂刺9g  木瓜9g  甘草6g,9g,搜风除湿，通络止痛。,胜湿止痛,白虎历节风。先痛后肿，四肢关节相互交替，此轻彼重。,水煎，去滓,温服,,y,12.0,,,
明,汤,内,18733.0,舒筋活血饮,《幼科金针》卷下,陈皮  苍术  羌活  独活  秦艽  当归  牛膝  木瓜  桂枝  防风  米仁  续断,wbz,祛风除湿，活血舒筋,胜湿止痛,湿痹,加生姜3片，水煎，去滓。,温服,,n,12.0,,,
现代,膏,外,18736.0,舒筋活络膏,《全国中药成药处方集》天津方,生虎骨72g  防风27g  红花18g　木瓜27g  老鹳草9g  怀牛膝18g  骨碎补27g　青风藤27g  海风藤27g  功劳叶18g  当归27g　麻黄9g,27g,散风活血，化瘀止痛,胜湿止痛,筋骨疼痛，手足麻木，及跌打损伤，疮疡红肿。,上药用香油7．5kg炸枯，去渣滤净，炼至滴水成珠，再入章丹2．78k8搅匀成膏，每膏药油7．5kg兑乳香面27g，没药面27g，麝香3．6g搅匀，每大张净油30g，小张净油15g。,贴于患处,,y,12.0,,,
清,汤,内,13640.0,活络饮 ,《古方汇精》卷一,淮牛膝  明天麻各3g  防风2.4g 红花1．2g  生赤首乌  制赤首乌  生黄芪  熟黄芪  制杜仲  丹参各4．5g  独支当归12g  法制半夏9g  桂枝1．5g,2.4g,养血活血，祛风通络。,胜湿止痛,偏痹。,水煎，去滓。,温服。,,y,13.0,,,
清,酒,内,16714.0,黄耆酒,《杂病源流犀烛》卷十三,黄芪  防风  细辛  独活  川芎  牛膝各45g  附子  花椒  炙甘草各30g  川乌  山茱萸  秦艽  葛根各21g,45g,祛风除湿，散寒通络,胜湿止痛,肢体麻木，痹甚者。,上药浸酒，去滓取汁。,每日三次，每次饮适量。,,y,13.0,,,
宋,丸,内,12795.0,思仙续断丸,《魏氏家藏方》卷八,杜仲60g(去皮，姜制，炒断丝)  全蝎(去毒)  木瓜  五加皮  防风  当归(jiu浸)  萆薢  天麻(jiu浸)  薏苡仁  续断  白术(炒)  羌活　牛膝(去芦，jiu浸)  生地黄(洗)各等分,等分,益肝肾，祛风湿，强筋骨,胜湿止痛,脚气,上为细末，以好酒1．8L化青盐90g，木瓜250g(去皮、瓤，切片)，同青盐熬成膏，为丸如梧桐子大。,每次30～50丸，食前用温酒或盐汤送服。,,n,14.0,,,
宋,煮散,内,13413.0,独活散,《大平圣惠方》卷四十一,独活45g  续断  杜仲(炙微黄，锉)  桂心  防风各30g  川芎45g  牛膝  细辛  秦艽  赤茯苓  海桐皮(锉)  当归(锉，微炒)  赤芍药各30g  熟地黄60g,30g,补肾强腰，祛风除湿,胜湿止痛,肾气虚弱，卧冷湿地，或受风寒，以致腰痛强直，不能俯仰,上为粗散。每次12g，用水250m1，加生姜4g，煎至150m1，去滓。,食前温服,,y,14.0,,,
宋,酒,内,16500.0,菊花浸酒,《太平圣惠方》卷二十五,甘菊花15g  杜仲(微炙黄)120g  当归60g  石斛60g  黄芪30g  肉苁蓉(锉去皮)　桂心  防风  附子(炮裂，去皮、脐)  萆薢  独活　白茯苓  山茱萸各60g  钟乳粉120g,60g,补肝肾，祛风湿,胜湿止痛,肝肾不足，风湿外侵，腰脚疼痛，食少羸瘦，颜色萎瘁，行立无力。,上细锉，以生绢袋盛，用好酒10L于瓷瓶中浸，密封，春、夏七日，秋、冬十四日。,每次温饮150ml，一日三至四次。,,y,14.0,,,
明,酒,内,18782.0,痛宁酒,《简明医彀》卷三,当归  秦艽各60g  川芎  白芍药　生地黄  苍术  羌活  黄芩  猪苓  泽泻  防风　茵陈(铃儿)  苦参  虎骨(打细，酒煮)各30g,30g,养血祛风，除湿泻火,胜湿止痛,风寒湿火相乘，遍身筋骨走痛，白虎历节诸疼痛。,上以绢袋盛，用酒浸泡，封固，十四日后取酒饮。渣晒干为末，米糊为丸，如梧桐子大。,每次80丸，空心用酒送服,,y,14.0,,,
明,丸,内,19042.0,滋荣舒筋健步丸,《万病回春》卷五,当归(酒洗)30g  白术60g  熟地黄(酒洗)36g  川芎21g  白芍(jiu炒)30g  茅山苍术(米泔浸)60g  羌活21g  防风21g  牛膝(酒洗)30g  独活(jiu浸一宿，焙)21g  桑寄生(jiu炒)18g  木瓜(jiu浸，焙)21g  防己(jiu浸，焙)21g  肉桂(厚者)12g,21g,养血舒筋，祛风除湿,胜湿止痛,素体血虚，风湿外侵，手足不便，筋软不能行步，兼痛者,上为细末，酒糊为丸，如梧桐子大。,每次100丸，空心用淡盐汤送服；天阴，用生姜汤或酒送服。,,y,14.0,,,
宋,丸,内,19710.0,慈济丸,《仁斋直指》卷四,宣木瓜60g  川乌(炮，去皮、脐)  黄芪  蒺藜(炒，去刺)  当归  防风  萆薢  牛膝　天台乌药各30g  赤小豆  茴香(炒)  地龙  老白胶(研、筛)  川五灵脂各22．5g,30g,祛风化湿，行气和血,胜湿止痛,脚气游走，两足转上，腰腿疼痛，不能转侧。,上为细末，酒面稀糊丸，如梧桐子大。,每次40丸，食前煎紫苏汤送服,,y,14.0,,,
宋,煮散,内,19843.0,酸枣仁散,《太平圣惠方》卷七十一,酸枣仁22．5g(微炒)  防风15g  牛膝22．5g  羌活15g  当归(锉，微炒)  川芎  桂心  木香各22．5g  海桐皮7．5g  杜仲(微炙)  附子(炮裂，去皮、脐)  萆薢  续断各22．5g  炙甘草7．5g,15g,养血祛风，除湿通络。,胜湿止痛,妇人血虚，外感风湿，腰脚疼痛，头目昏闷，食少无力,上为散。每次12g，用水250ml，加生姜4g，煎至150ml，去滓,食前温服,,y,14.0,,,
宋,散,内,20425.0,薏苡仁散,《普济本事方》卷三,薏苡仁30g  当归  川芎  干姜(炮)  炙甘草  官桂(不见火)  川乌(炮，去皮、尖)  防风  茵芋(去梗，锉，炒)  人参  羌活  白术  麻黄(去根节)  独活各15g,15g,祛风除湿，通络止痛。,胜湿止痛,风湿侵入肝肾，流注四肢筋骨，或入在肩髑，肌肉疼痛，渐入指中。,上为细末,每次6g，空心调服，一日三次。,,y,14.0,,,
宋,煮散,内,12371.0,茯苓散,《太平圣惠方》卷二十六,白茯苓30g  人参30g  白芍药45g  甘草30g(炙微赤，锉)  羚羊角屑30g  防风30g 黄芪30g  桂心15g  川芎30g  麦冬30g(去心)  地骨皮22．5g  磁石45g(捣碎，水淘，去赤汁)  当归30g  牛膝30g  五味子30g,30g,补肾益气，清热养阴。,胜湿止痛,肾劳。虚损羸乏，咳逆短气，四肢烦疼，耳鸣，骨间热，小便赤色，腰脊疼痛无力。,上药为粗散。每次12g，用水300ml，煎至180ml，去滓。,空腹及晚食前温服,,y,15.0,,,
明,丸,内,12714.0,韭菜丸,《万病回春》卷五,当归  川芎  人参  牡丹皮  桃仁　大黄  黄芩  姜黄  三棱  莪术  桔梗  枳壳  半夏  防风  羌活各等分(俱要生用),等分,活血化瘀，行气止痛,胜湿止痛,胸膈背后死血积滞疼痛，或吐血后，或劳后饮酒，怒气过多，俱胸背作痛。,上用韭菜根共一处，酒浸晒干又浸，如此三五次，共为末，水丸如绿豆大。,每次30～50丸或100丸，茶清送服。,,n,15.0,,,
唐,汤,内,13438.0,独活寄生汤,《备急千金要方》卷八,独活9g  桑寄生  杜仲  牛膝  细辛  秦艽  茯苓  桂心  防风  川芎  人参  甘草　当归  芍药  生地黄各6g,6g,祛风湿，止痹痛，益肝肾，补气血,胜湿止痛,痹证日久，肝肾两亏，气血不足，腰膝疼痛，肢节屈伸不利，或麻木不仁，畏寒喜温，心悸气短，舌淡苔白，脉象细弱。,上畋咀。以水1L，煎取300ml，去滓。,分二次温服,,y,15.0,,,
宋,丸,内,13495.0,胜骏丸,《三因极一病证方论》卷三,炮附子1枚  当归(jiu浸12小时)　天麻(jiu浸)  牛膝(jiu浸)  酸枣仁(炒)  熟地黄(jiu浸)  防风各60g  木瓜120g  乳香15g(别研)  麝香7．5g  全蝎(去毒)  木香  没药(别研)　羌活  炙甘草各30g,60g,补肾强筋，乌发泽肤，祛风散寒,胜湿止痛,元气不足，真气虚弱，风寒湿邪外侵，手足拳挛，脚趾连脚面拘急，走注疼痛，筋脉不伸，行步不遂，一切足弱鹤膝诸风，手足麻木。,上为细末，用生地黄1．5k8净洗，研烂如泥，入无灰酒2．4L，煮烂如膏，以前药和匀，杵令坚，每30g作10丸。地黄膏春、夏极多，遇冬或无地黄，只炼蜜为丸，如梧桐子大。,地黄膏丸，每次1丸，细嚼，临睡用酒送服；蜜丸，每次50丸，盐汤或温酒送服。,,y,15.0,,,
