朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
明,汤,内,4121.0,双解复生散,《外科正宗》卷一,荆芥  防风  川芎  白芍  黄芪　麻黄  甘草各1．5g  薄菏  山栀  当归  连翘　滑石  金银花  羌活  人参  白术各2．4g  大黄　芒硝各6g,1.5g,发表攻里,透疹,痈疽发背，诸般肿毒，初起憎寒发热，四肢拘急，内热口干，大小便秘。,用水400m1，表症甚者，加生姜3片，葱头2茎，煎至200ml，去滓；里症甚者，加生蜜三匙和匀。,温服,,y,16.0,,,
宋,散,内,5528.0,白花蛇散,《大平圣惠方》卷二十四,"白花蛇60g(jiu浸，去皮，骨，炙令微黄)  麻黄15g(去根、节)  天麻15g  何首乌15g  天南星15g(炮裂)  禹白附15g(炮裂)  桂心15g  萆薢1．5g(锉)  白鲜皮15g  羌活15g  蔓荆子15g  白僵蚕15g(微炒)  晚蚕蛾7．5g  防风
15g  乌犀角屑15g  磁石30g(烧，醋淬七遍，捣碎细研水飞过)。",15g,祛风除湿，凉血解毒。,透疹　散结,紫癜风，白癜风。,上为细散，研入磁石令匀。,每次6g，食前以温酒调服。,,y,16.0,,,
明,汤,内,5731.0,立应汤,《外科百效全书》卷五,蔓荆子  防风  荆芥  苦参  苍耳　黄荆子  牛蒡子  胡麻仁  甘枸杞  余粮石  白芷梢  苍术  连翘  土茯苓  羌活  独活各9g,9g,祛风化湿,透疹,白癜癣并梅癣。,水煎，去滓,早晨空心服,,y,16.0,,,
宋,煮散,内,8096.0,防风浴汤,《杨氏家藏方》卷四,荆芥穗120g  苦参  地骨皮  白牵牛  赤小豆各90g  白蒺藜(炒，去刺)  防风  白僵蚕(炒去丝嘴)  香白芷  蓖麻叶  杉木  蒴藿叶各60g  马钱子45g(去壳，炒令焦黄色)  当归(洗，焙)  独活  吴茱萸(汤洗七次)各30g,60g,祛风除湿，活血通络。,止痒,风湿脚气，气血凝滞，皮肤粗涩不润。,上为细末。每次15g，以水1L，入连根葱白5茎(擘开)，同煎至五、七沸，倾出，去滓，入朴消末6g，搅匀。,先熏，候通手淋渫。,,y,16.0,,,
明,丸,内,10717.0,苦参丸,《寿世保元》卷九,苦参500g  防风  荆芥  羌活  当归  川芎  赤芍  金银花  独活  连翘  黄芩  黄连  栀子  滑石  白术  甘草各30g,30g,清热解毒，活血祛风。,透疹,疠风。手足麻木，毛落眉脱，满身癞疹，瘙痒成疮。,上为末，面糊为丸，如梧桐子大。,每次100丸，苦参酒送服。,,y,16.0,,,
明,汤,内,10908.0,败毒散,《片玉心书》卷五,荆芥  防风  连翘  枳壳  升麻  薄荷叶  羌活  独活  桔梗  干葛  木通  金银花　黄芩  川芎  甘草  山栀子,wbz,清热解毒，祛风止痒。,透疹　散结,遍身疮疥，因淋洗涂搽，逼毒归内而腹胀轻者。,上肿，加葱3管；下肿，加灯心1握，生姜3片为引。水煎，去滓,温服,,n,16.0,,,
唐,膏,外,11490.0,治外膏,《备急千金要方》卷六,白芷  白蜡各60g  白附子  辛夷　防风  乌头  藿香各15g  藁本30g  萎蕤  零陵香各15g  商陆  麝香各3g  牛脂  鹅脂各30g　羊脂15g  麻油6g,30g,疏风祛湿，消斑润肤。,止痒美白,面部黑旁加干黯。,上药薄切，醋渍一宿，合煎，候白芷色黄膏成。,以皂荚汤洗面，将膏敷之，一日三次。,,y,16.0,,,
唐,膏,外,3654.0,长发膏,《外台秘要》卷三十二引《延年方》,蔓荆子  附子(去皮)  泽兰  防风  杏仁(去皮)  零陵香  藿香  川芎  天雄  辛荑各60g  沉香30g  松脂  白芷各60g  马髻膏  松叶(切)  熊脂各30g  生麻油2．4L,60g,活血祛风，润肤生发。,止痒,头风白眉瘙痒，头发脱落。,上药以苦酒渍一宿，以脂等煎，缓火三上三下，白芷色黄膏成，去滓滤收贮。,涂发及肌中摩之，一日二三次。,,y,17.0,,,
明,汤,内,4908.0,仙遗粮汤,《外科正宗》卷三,仙遗粮120g  防风  荆芥  川芎  当归  天花粉  金银花  白蒺藜  薏苡仁  威灵仙各3g  山栀  黄连  连翘  干葛  白芷  甘草　黄芩各1．8g,3g,清热败毒,透疹,杨梅结毒，初起筋骨疼痛，已破后肌肉溃烂者。,用水750ml，煎至500ml，以滓再煎取250ml。,量病上下，食前后服，服后饮酒适量。,,y,17.0,,,
明,汤,内,6995.0,托里解毒汤,《寿世保元》卷九,当归4．5g  赤芍4．5g  川芎  生地黄  连翘  黄芩  防风各3g  黄连(jiu炒)6g  荆芥穗2g  苦参(jiu炒)  羌活  薏苡仁各3g  皂荚子10个  防风3g  木瓜1．5g  生甘草0．6g  土茯苓30g,3g,清热解毒，养血祛风。,透疹,杨梅疮。手足心皮枯，似白鹅掌风，筋骨疼痛。,上锉。用水500ml，煎至250ml，去滓。,温服,,y,17.0,,,
明,丸,内,8108.0,防风天麻丸,《证治准绳·类方》卷五,防风  天麻  升麻  白附子(炮)  定风草  细辛  川芎  人参(去芦)  丹参  苦参  玄参  紫参  蔓荆子  威灵仙  穿山甲(炒)  何首乌各30g(另捣为末)  蜈蚣1对,30g,祛风清热，益气活血,透疹　散结,疠风癞病,上为细末，与何首乌末拌匀。每用药末60g，胡麻500g(淘净，晒干，炒香熟，碾为极细末)，拌匀，炼蜜为丸，共作90丸。,每次1丸，细嚼，温浆水送服，不拘时候，一日三次。初服药有呕吐者，不怪，服药得安如故。,,y,17.0,,,
近代,丸,内,9580.0,返元丸,《秘传大麻疯方》,川芎  羌活  独活  细辛  白芷  当归  黄芪  牛膝  蝉蜕  狗脊  首乌  全蝎各15g  防风600g  苦参500g  大枫子600g  牛黄6g　血竭150g,600g,祛风杀虫，清热燥湿。,透疹　散结,麻风，形如紫云，名紫云疯。,上除血竭、牛黄、枫子三味另研外，余药为末，加入另研之三味和匀，老米粉为丸。,每服50丸，渐加至100丸为止，清茶送下。如未痊愈，再服防风通圣散。,,y,17.0,,,
明,汤,内,10532.0,驱毒散,《杏苑生春》卷八,土茯苓60g  白花蛇0．9g  防风  荆芥  薄荷  牙皂  金银花  皂角刺  白藓皮  川芎  当归  苡仁  人参  黄芩  牛膝  木通  甘草各3g,3g,清热解毒,透疹,杨梅疮初起,上为粗末。水煎，去滓。,温服,,y,17.0,,,
唐,膏,外,2689.0,五香膏,《外台秘要》卷十六引《删繁方》,藿香  甘松香  甲香(炙)  鸡舌香  附子(炮)  续断  乌喙(炮)各37．5g  泽兰 防风  细辛  白术各30g  白芷  松叶  莽草各52．5g  柏叶60g(炙)  大皂荚6．6cm(炙)  甘草22．5g(炙)  猪膏2．4L,30g,祛风长发，令发光黑滋润。,止痒,头风，头皮瘙痒，搔之白屑起，头发脱落。,上叹咀。绵裹，以苦酒1．2L，渍一宿，用猪膏煎之，取附子黄为度，去滓。, 临用前沐头了，将膏敷用，手揩头皮，令膏翕翕著皮。,,y,18.0,,,
明,汤,内,4060.0,方脉流气饮,《外科发挥》卷五,紫苏  青皮(去白)  当归(酒拌) 芍药(炒)  乌药  茯苓  桔梗(炒)  半夏(姜制)  川芎  黄芪(炙)  枳实(麸炒)  防风  陈皮(去白)  甘草(炙)各3g  木香  大腹皮  槟榔 枳壳(麸炒)各1．5g,3g, 行气和血，化痰散结。,透疹　散结,肝气郁结，痰阻血瘀，致患瘰疬、流注及结聚肿块，或走注疼痛，或心膈痞闷，咽塞不利，胁腹膨胀，呕吐不食，上气喘急，咳嗽痰盛，面目或四肢浮肿，大小便秘。,用水400m1，加生姜3片，大枣1个，煎至300m1，去滓。,空腹温服。,,y,18.0,,,
宋,散,内,5597.0,白蒺藜散,《太平圣惠方》卷六十五,白蒺藜60g(微炒，去刺)  玄参30g　沙参30g  丹参30g  苦参30g(锉)  人参30g  秦艽60g  栀子仁30g  甘菊花30g  枳壳30g(麸炒微黄，去瓤)  黄芩30g  乌梢蛇120g(jiu浸，去皮、骨，炙微黄)  独活60g  茯神30g  山药30g  细辛30g  防风60g  麻黄30g(去根、节),60g,祛风化湿，清热解毒。,止痒,一切癣及疥，风痒病疮,上为细散。,每次6g，食前以温酒调服。,,y,18.0,,,
明,汤,内,6797.0,芎归二术汤,《外科正宗》卷三,白术  苍术  川芎  当归  人参  茯苓  薏苡仁  皂荚针  厚朴  防风  木瓜  木通　穿山甲(炒)  独活各3g  金银花6g  甘草  精猪肉60g  土茯苓120g,3g,益气养血，祛湿解毒。,透疹　散结,杨梅结毒已成未成，筋骨疼痛，步履艰辛，及溃后腐肉臭败，不能生肌收敛者。,用水750m1，煎至325m1，滓再煎。,量病上下服之。,,y,18.0,,,
明,汤,内,8112.0,防风必效散,《外科正宗》卷三,防风  防己  荆芥  白鲜皮  连翘　槐花  苍术  皂荚针  风藤  木通  白芷  天花粉  木瓜  金银花  翻白草各3g  甘草1．5g  土茯苓120g  大黄(初起加)9g,3g,清热利湿，活血解毒。,透疹,杨梅疮，湿热太盛，疮高稠密，元气素实者。,上用水750ml，煎至500ml，滓再煎至250ml，去滓。,分三次温服。服后饮酒适量，即静睡二小时许更妙。,,y,18.0,,,
明,汤,内,10942.0,昆布散,《证治准绳·疡医》卷五,防风  荆芥  黄连(jiu炒)  昆布  海藻  海粉  羌活  升麻  连翘  青皮  胆星  贝母  牛蒡子(炒)  夏枯草  沉香  香附子  抚芎  黄芩(jiu炒),wbz,祛风火郁滞，散痰气壅结。,透疹　散结,瘿气,加薄荷，水煎，去滓。,温服,,n,18.0,,,
现代,丸,内,291.0,二号扫风丸,《中医皮肤病学简编》,大风子(土炒去毛)62g  何首乌31g  白蒺藜31g  菊花15g  陈皮15g  防风15g  牛膝15g  全蝎15g  当归尾15g  黄连15g  车前子15g  金银花15g  马钱子4g(土炒去毛，用香油拌，另研)  黄芩6g  苦参7g  麝香6g  红、白胡麻各12g  全蛇蜕1条。,15g,祛风攻毒，清热燥湿,透疹　散结,麻风,上为细末，用荞麦面120g和匀，煮成膏，放凉后，再将麝香放在loog白烧酒内溶化，掺于前药内为丸。,成人每次6g，一日二次，徐徐增量，每次增2g。一周后改为每日三次，最大剂量，可增至每日25g，饭前开水泡陈茶送服。,,y,19.0,,,
唐,散,内,5474.0,白薇散,《备急千金要方》卷二十二,白薇  防风  射干  白术各45g  当归  防己  青木香  天冬  乌头  枳实  独活　山茱萸  葳蕤各30g  麻黄37．5g  柴胡  白芷各22．5g  莽草  花椒各7．5g  秦艽3．75g,45g,疏风清热，消肿止痛。,透疹　散结,风热相搏，致患疔肿，痈疽。,上药为末,每服3g，以浆水送服，一日三次，加至6g。,,y,19.0,,,
宋,丸,内,5594.0,白蒺藜丸,《太平圣惠方》卷二十二,白蒺藜30g(微炒，去刺)  茵芋30g　羌活30g  木香30g  羚羊角屑30g  附子30g(炮裂，去皮、脐)  白花蛇肉608(jiu浸，炙微黄)  白附子30g(炮裂)  当归30g(锉，微炒)  干蝎30g(微炒)  薏苡仁22．5g  槟榔15g  牛膝30g  川芎30g  牛黄7．5g(细研)  麝香7．5g(细研)  杏仁30g(汤浸，去皮、尖、双仁，别研如膏)  防风22．5g  酸枣仁30g(微炒)   ,22.5g,祛风除湿，活血解毒。,止痒,刺风。遍身如针刺，肩背四肢拘急，筋骨疼痛,上为末，入杏仁膏，相和令匀，炼蜜为丸，如梧桐子大。,每次20丸，以温酒送服，不拘时候。,,y,19.0,,,
清,汤,内,6164.0,加味通圣散,《外科大成》卷四,防风  川芎  当归  白芍  白术  甘草  连翘  薄荷  栀子  桔梗  麻黄  石膏  滑石  荆芥  黄芩  芒硝  大黄  蝉蜕  枳壳,wbz,活血，泻火解毒。,止痒,风疹瘙痒,用水300ml，煎取240m1，去滓。,热服,,n,19.0,,,
清,丸,内,6839.0,再造至宝丹,《疡医大全》卷二十八,大枫肉  白蒺藜  防风  苦参各1kg  荆芥  胡麻  当归各500g  天麻300g  黄连　乌药  棕灰  雄黄各15g  海风藤  人参各250g　官桂  甘草各210g  天竺黄  檀香根各6g  麝香30g,1kg,祛风除湿，解毒杀虫。,透疹,大麻疯,上为末，米糊为丸，如梧桐子大。,每次3g，用酒送服。一日二次。,,y,19.0,,,
明,汤,内,7010.0,至灵散,《杏苑生春》卷八,土茯苓60g  白花蛇0．9g   防风  荆芥  薄荷各3g  金银花  皂角刺  牙皂  白鲜皮 当归  五加皮  地骨皮  川芎  薏苡仁  人参　黄芩  牛膝各9g  木通  甘草各3g,3g,祛风解毒，利湿消肿。,透疹,杨梅疮,上哎咀。水煎，去滓。,空心温服,,y,19.0,,,
明,酒,内,8772.0,苍耳酒,《慎斋遗书》卷七,苍耳子(蒸)  晚蚕沙(炒)  五加皮(蒸)  大茄根(蒸)各120g  归身  虎骨(炙)  羌活  枸杞子  荆芥  油松节  杜仲(jiang汁炒)  牛膝 萆薢  防风  秦艽各60g  白术  黄柏  苍术各30g  木香15g,60g,祛风湿，益肝肾,透疹,肝肾不足，风湿外侵，致患白癜风。,用酒10L，小袋盛药，浸七日。,随量饮之,,y,19.0,,,
明,膏,外,2062.0,无比膏,《普济方》卷三一三,香油560g  黄连  黄柏  当归  马钱子  白及  白蔹  何首乌  赤芍药  桃仁  川芎  生地黄  熟地黄  南星  夏各9g  巴豆14枚  防风  草乌  白芷  白芍药各9g,9g,清热解毒，活血消肿。,透疹　散结,诸般痈疽，瘰疬、发背恶疮。,上将香油煎至黑色，去滓，次入黄丹1．5g，又入黄蜡60g，乳、没、韶粉各15g，煎至熟。,外敷患处,,y,20.0,,,
明,汤,内,2547.0,木香流气饮,《外科正宗》卷三,川芎  当归  紫苏  桔梗  青皮　陈皮  乌药  黄芪  枳实  茯苓  防风  半夏　白芍各3g  甘草节  大腹皮  木香  槟榔  泽泻  枳壳各1．5g  牛膝(下部)3g,3g,行气化瘀，消痰散结。,透疹　散结,血气凝滞，致患流注，瘰疬；或遍身走注作痛，或心胸痞闷，咽嗌不利，胁腹膨胀，呕吐不食，上气喘急，咳嗽痰盛；或四肢面目浮肿者。,用水600ml，加生姜3片，大枣1个，煎至400m1，去滓。,食远温服,,y,20.0,,,
宋,散,内,3807.0,乌蛇散,《太平圣惠方》卷二十四,乌梢蛇90g(jiu浸，去皮、骨，炙令微黄)  秦艽30g(去苗)  川芎90g  桂心30g  防风30g(去芦头)  人参30g(去芦头)  栀子仁30g　白鲜皮30g  丹参30g  沙参30g(去芦头)  玄参30g  苦参60g(锉)  升麻30g  犀角屑30g　通30g(锉)  枳壳30g(麸炒微黄，去瓤)  黄芩30g  白蒺藜30g(炒微黄，去刺)  羌活60g,30g,祛风除湿，活血解毒。,透疹　散结,风邪湿热郁于肌肤，致生疠疡风，斑驳如白癜。,上为细散。,每次6g，食后良久以温酒调服。,去芦头,y,20.0,,,
明,丸,外,4376.0,玉容丸,《外科正宗》卷四  又名洗面玉容丸(《饲鹤亭集方》, 甘松  山奈  细辛  白芷  白蔹  白及  防风  荆芥  僵蚕  山栀  藁本  天麻  羌活 独活  密陀僧  枯矾  檀香  花椒  菊花各3g 红枣肉7个,3g,祛风除湿，润肤止痒。,止痒,雀斑，酒刺，及身体皮肤粗糙，肌肤瘙痒。,上为细末，用去净弦膜肥皂500g，同捶作丸。,早、晚洗面。,,y,20.0,,,
清,散,外,4379.0,玉容散,《外科大成》卷三,白芷  白术  白及  白茯苓  白扁豆 白细辛  白僵蚕  白莲蕊  白牵牛  白蔹  白鸽粪  甘松  团粉  白丁香  白附子  鹰条各等分 防风  荆芥穗  羌活  独活减半,wbz,祛风消斑，白面嫩肌。,止痒美白,黧黑斑，雀斑，粉刺。,上研细末。,早、晚每用少许，放手心内，以水调浓，搽搓面上，良久，再以水洗面。,,n,20.0,,,
清,散,内,1399.0,大风门顶,《串雅补》卷一,川芎  草乌  川乌各15g  乳香9g　秦艽4．5g  川牛膝  羌活  防风  地龙各6g  桂枝  麻黄各30g  当归15g  虎骨9g  白芷  红花  独活各15g  川马钱子60g(水煮胀，去皮、毛，麻油炸黄)  木瓜  苍术  五加皮  蕲蛇肉各9g  原麝香1．5g,6g,祛风活络，消肿止痛。,透疹　散结,无名肿毒，痈疽发背，筋骨痹疼，痛风流注。,上为细末,每次2～3g，陈酒送服。另加芫花根120g，朴消30g，作掺敷药。,,y,22.0,,,
现代,丸,内,1868.0,小儿金丹,《全国中药成药处方集》天津方,川贝母  陈皮各12g  羌活  生地 木通  大青叶  荆芥穗  桔梗  前胡  山川柳  赤芍  制南星  玄参(去芦)各9g  薄荷6g  钩藤  制半夏  枳壳(麸炒)各9g  葛根  天麻  防风  甘草  炒牛蒡子各6g,6g,疏风化痰，清热镇惊，止嗽透疹。,祛风解表；止痉；止痒,小儿伤风感冒，发烧头痛，鼻流清涕，咳嗽气促，咽腮肿痛，惊悸心烦，疹出迟缓。,上为细末，每190g中兑入羚羊粉、犀角粉各1．5g，朱砂面24g，冰片3g，和匀，炼蜜为丸，每丸重1．5g，用蜡壳封固。,周岁以上每次1丸，周岁以下酌减，白开水化服。,,y,22.0,,,
元,汤,内,3218.0,化坚汤,《脉因证治》卷下,升麻3g  葛根1．5g  漏芦  牡丹皮  当归  生熟地黄各9g  连翘3g  黄芪3g　芍药9g  桂枝9g  柴胡24g  黍粘  羌活各3g  防风  独活各1．5g  昆布  三棱  广术  人参  黄连  陈皮各3g,1.5g,益气养血，泻火散结。,透疹　散结,气血两虚，痰火凝结，致患瘰疬。,水煎，去滓。,分二次温服,,y,22.0,,,
清,膏,外,8041.0,阳和解凝膏,"《外科全生集》卷四)
    又名阳和膏(《经验方》卷上",鲜牛蒡子根叶梗1．5k8  活白凤仙梗120g(上二味，入香油5k8煎枯去渣，次日入下药)川附子  桂枝  大黄  当归  肉桂  官桂  草乌  川乌  地龙  僵蚕  赤芍药  白芷  白蔹  白及各60g  川芎120g  续断  防风  荆芥  五灵脂  木香  香橼  陈皮各30g,30g,温经和阳，驱风散寒，调气活血，化痰通络。,透疹,寒湿凝滞所致阴疽、流注、瘰疬、痰核、冻疮等阴性疮疡，已溃或未溃，以及筋骨疫痛，寒疟。,上药入油内煎枯，滤去渣，隔宿油冷，每油500g，加炒透黄丹210g搅和，文火慢熬，熬至滴水成珠，不粘指为度，即以湿粗纸罨火，以油锅移放冷灶上。用乳香、没药(末)各60g，苏合油120g，麝香30g，入膏搅和。,半月后摊贴。疟疾贴背心。,,y,24.0,,本方所治之证，属寒湿凝滞、气血不通所致，治当散寒湿，行气血，使阳和阴散，故名阳和解凝膏。方用荆芥、防风、桂枝、肉桂、附子、川乌、草乌、白芷等驱风散寒，温经和阳，俾阳气冲和，阴凝得散，则肿痛可消；木香、陈皮、香橼调气行滞，川芎、当归、赤芍、地龙、续断、大黄、五灵脂活血祛瘀，便气行血畅则肿消痛止，不致溃烂；以苏合油、僵蚕、麝香祛痰通络，拔毒防腐，兼能截疟；乳香、没药、白及、白蔹既可行血散结，又可定痛生肌，肌生而肉不腐，则使疮面愈合；又以牛蒡、凤仙、黄丹拔毒止痛。诸药合用，不仅使寒湿得散，痰去络通，气血调畅，又能拔毒防腐，定痛生肌。,
近代,汤,内,8126.0,防风复元散,《秘传大麻疯方》,防风  麻黄  人参  白芷  当归  枸杞　秦艽  桔梗  黄芩  甘草　羌活  独活  细辛 半夏  防己  茯苓  芍药  前胡  苍术  藿香　官桂  香附  生地  熟地,wbz,祛风化湿，益气养血。,透疹　散结,紫稍疯。色如紫藤，模样似牛皮。,上为散，加生姜，水煎，去滓。,温服，一日二次。,,n,24.0,,,
宋,丸,内,3802.0,乌蛇丸,《圣济总录》卷十八,乌梢蛇(一条，jiu浸，去皮、骨、头、尾)90g  檀香(锉)  丁香  茜根(锉)  紫葛(锉)防风(去叉)  苦参  独活(去芦头)  沙参(去芦头)  栀子仁  酸枣仁(生用)  槐子(炒)  白芷  附子(炮裂，去皮、脐)  藁本(去苗土)  羚羊角(镑)  防己  桃胶(生用)  萆薢(炒)  芜荑仁炒)  天花粉(锉)  秦艽(去苗土)  乌药(锉)各22．5g  桑根白皮(锉)90g  木通(锉)45g,22.5g,祛风化湿，解毒杀虫。,透疹　散结,麻风病,上为末，炼蜜为丸，如赤小豆大。,每次10～15丸，空心用酒送服，一日二次。不饮酒者，薄荷、槐白皮汤送下；若要速愈，宜用桑枝汤送下,去叉,y,25.0,,,
明,丸,内,9542.0,皂刺丸,《医学入门》卷八,皂刺30g  桑寄生  何首乌  石南藤　白蒺藜  五加皮  地骨皮  白鲜皮各21g  草乌   枸杞  牛蒡子  归尾  五灵脂  蔓荆子  胡麻子   防风  苦参  虎胫骨  地龙  京墨  马钱子  天花粉各15g  白胶香  乳香  没药各9g,15g,祛风解毒，燥湿通络。,透疹　散结,远年杨梅，痈，癣，顽疮，筋骨疼痛。,上为末，面糊为丸，如梧桐子大。,每次50丸，硬饭汤送服，一日二次。服二月断根。,,y,25.0,,,
现代,丸,内,1455.0,大麻风丸,《全国中药成药处方集》杭州方,陈皮6g  当归6g  防风6g  白芷6g 荆芥68  海桐皮6g  苦参6g  羌活6g  茅苍术6g  明天麻6g  海风藤60g  广木香6g  秦艽6g  薏米仁6g  生甘草6g  川续断6g  川牛膝6g　连翘6g  桂枝3g  大红枣4枚  生姜2片(以上共煎汁，泛后丸药用)  大胡麻620g  小胡麻620g　白蒺藜620g  苦参500g  防风250g  荆芥250g　全当归180g  茅苍术180g  薏米仁120g  川续断120g  川牛膝120g  大风子霜300g,250g,祛风活血，燥湿杀虫。,透疹,风湿相乘，恶血凝滞，成大麻风恶症，周身不仁，红斑破烂，遍身如癣。,上为极细末，用前药汁为丸。,每次6～9g，用细芽茶汤送服，一日三次。,,y,26.0,,,
明,丸,内,1853.0,小枣丹,《解围元薮》卷三,防风  僵蚕  首乌  全蝎 羌活  独活  芍药  生地  威灵仙  蔓荆子  牛蒡子  苦参  胡麻  大黄  黄芩各60g  枸杞子  薄荷  南星  天麻各30g  荆芥  柏枝  山栀各120g  炙甘草15g  白术500g  大风子肉500g  两头尖3g(要大者为佳),60g,疏风清热，养血活血。,透疹,鹅掌风，刺风，疹风。,上为细末，枣肉为丸，如梧桐子大。,每次60丸，薄荷汤送服。,,y,26.0,,,
宋,丸,内,5523.0,白花蛇丸,《疮疡经验全书》卷七,白花蛇1条(jiu浸三夕)  白附子  天麻  牛膝各30g  当归(jiu浸)30g  何首乌60g  僵蚕30g(炒)  威灵仙60g  羌活  独活  防风  萆薢  蔓荆子  苦参各30g  甘草21g(炒)  石菖蒲60g(jiu浸)  蝉蜕30g  白芍120g  川芎30g  苍耳草120g  雷丸90g  赤芍30g  枫子肉90g  枳壳30g  雄黄15g  皂荚90g  乌药21g,30g,祛风除湿，行气和血。,透疹　散结,大麻风,上为细末，炼蜜为丸，如梧桐子大。,每次50丸，空心用好酒送下。,,y,27.0,,,
近代,酒,内,8617.0,芙蓉酒,《秘传大麻疯方》,金银花  蜈蚣  荆芥  灵仙  首乌　石膏  甘菊  蒺藜  芙蓉叶  胡麻  苦参  天麻　连翘  杜仲  黄柏　川芎  牛蒡子  当归  防风　羌活  独活  白术  人参  甘草  苍耳子  黄芪　细辛各30g,30g,益气活血，祛风解毒。,透疹,截指麻疯，筋骨先烂，后损十指，先起指肿，甲下出水，不过一年，逐节脱落。,用袋盛之，入香蛇酒内，煮1．5小时为度，出火毒，过半月。,随意饮用，尽醉方好。,,y,27.0,,,
清,膏,外,5.0,一见消,《惠直堂经验方》卷四,金银花480g  蒲公英120g  赤芍药120g  黄芪240g  紫花地丁180g  红花240g  鬼馒头120g(以上七味)  地榆60g  黄柏60g  羌活30g  半夏30g  紫草30g  麻黄60g  瓜蒌30g　白芷30g  当归60g  栀子60g  独活30g  黑参90g  花粉30g  苍术30g  钩藤30g  木通30g　大黄30g  紫胡24g  甘草15g  皂荚15g  连翘9g　防风15g  牛蒡子15g  (以上二十三味)  全蝎6g  僵蚕6g  广木香90g  蝉蜕9g  没药9g(炙)　麝香6g(以上六味，共为末),15g,清热解毒，活血消肿。,透疹　散结,痈疽,先将前七味，用麻油5k8煎枯捞起；再下地榆等二十三味，煎枯捞出；再煎至滴水不散，入黄丹2．5k8成膏，离火，入全蝎等六味末药，搅匀收贮。,摊贴患处,,y,29.0,,,
清,丸,内,9574.0,皂角苦参丸,《医宗金鉴》卷七十三,苦参500g  荆芥375g  白芷  大风子肉  防风各180g  大皂荚  川芎  当归  何首乌(生)  大胡麻  枸杞子  牛蒡子(炒)  威灵仙　全蝎  白附子  蒺藜(炒去刺)  独活  川牛膝各150g  草乌(汤泡，去皮)  苍术(米泔水浸，炒)  连翘(去心)  天麻  蔓荆子  羌活  青风藤  甘草　杜仲(酥炙)各90g  白花蛇(切片，酥油炙黄)  缩砂仁各60g  人参30g,180g,养血祛风，燥湿止痒。,止痒,粟疮作痒，年深日久，肤如蛇皮者。,上为细末，醋打老米糊为丸，如梧桐子大。,每次30～40丸，饮食前后用温水送服。,,y,30.0,,,
现代,丸,内,5354.0,白？（病旁加匕）丸,《赵炳南临床经验集》,苍术60g  白附子60g  桂枝60g 当归60g  西秦艽60g  草乌60g  追地风60g  千年健60g  威灵仙60g  川芎60g  钩藤60g  菟丝子60g  川牛膝60g  何首乌60g  川乌60g  知母60g  栀子60g  红花60g  白花蛇30g  苦参120g  刺蒺藜120g  防风120g  小胡麻120g  苍耳子120g  黄柏120g  桃仁120g  紫草120g  全虫120g  丹皮120g  荆芥180g  白鲜皮180g,120g,驱风攻毒，除湿止痒,止痒,牛皮癣，神经性皮炎，慢性湿疹。,上为细末，水泛为丸，如绿豆大。,每次3—6g，温开水送服，一日二次。,,y,31.0,,,
近代,膏,外,8034.0,阳和膏,《药奁启秘》,鲜紫苏  鲜牛蒡  鲜萆麻  鲜薄荷　鲜苍耳(俱连根叶)各240g  鲜白凤仙(连根叶)120g  青葱(连根)240g  荆芥  防风  水红花子　川附子  广木香  当归  川乌  草乌  青皮  天麻 穿山甲  连翘  僵蚕  陈皮  芥子  蒲公英  天南星  官桂  桂枝  白芷  乌药  生半夏  青木香 大黄  白蔹  川芎各30g  上肉桂60g  乳没各30g  丁香油120g  苏合油120g  檀香  琥珀各60g  当门子9g,30g,温经散寒，活血消肿。,透疹,痰核，痰毒，瘰疬，乳疽，阴毒，流注，及一切疮疡之色不变者。,先将前七味洗净阴干，用麻油5kg浸七日，煎枯去滓，待冷，再将荆芥至川芎二十七味入前油浸三日，煎枯去滓，每净油500g入炒桃仁210g，文火收膏，于微温时再将肉桂至当门子等七味研极细末，缓缓搅入，和透置瓷器内。,隔水炖烊，摊贴。,,y,40.0,,,
